kp_hash,videoId,title,lengthSeconds,channelId,author,keywords,publish_date,thumbnail,official
ba8d5a6cb8ebbbde6927fff08a3df5ef,A1GMBX23lZ0,【純歌回】【作業用BGM】2021/11/19 【李李鈴蘭 / Linglan Lily】,3904,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-11-19,https://i.ytimg.com/vi/A1GMBX23lZ0/mqdefault.jpg,FALSE
535894a7827221b841ec172baf7a2f86,ZsdOfpaM3uE,【純歌回】【作業用BGM】2021/10/16 【李李鈴蘭 / Linglan Lily】,2546,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-11-12,https://i.ytimg.com/vi/ZsdOfpaM3uE/mqdefault.jpg,FALSE
19399fc2434a2df752f8cf18d9919dae,U3CS0METjh8,【純歌回】【作業用BGM】2021/11/05 【李李鈴蘭 / Linglan Lily】,2745,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-11-05,https://i.ytimg.com/vi/U3CS0METjh8/mqdefault.jpg,FALSE
61d1d9393dcf48183386e24543c8fc5e,v3lhjZ9PHuY,【純歌回】【作業用BGM】2021/10/30 【李李鈴蘭 / Linglan Lily】,2424,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-10-30,https://i.ytimg.com/vi/v3lhjZ9PHuY/mqdefault.jpg,FALSE
e5f58846898b6f9d61ce91021c720cd6,A2asbFGvM-8,【純歌回】【作業用BGM】2021/10/23 【李李鈴蘭 / Linglan Lily】,2518,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-10-24,https://i.ytimg.com/vi/A2asbFGvM-8/mqdefault.jpg,FALSE
d0d89756e58feab907b62104730b6a29,evBOb7s9YAk,【純歌回】【作業用BGM】2021/10/05 【李李鈴蘭 / Linglan Lily】,2708,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-10-24,https://i.ytimg.com/vi/evBOb7s9YAk/mqdefault.jpg,FALSE
274601f7482d8c65289395b3246f7f04,QLHbFYQy5w4,【vtuber歌曲】扛轎版 POP STARS【李李鈴蘭 / Linglan Lily】,201,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-10-13,https://i.ytimg.com/vi/QLHbFYQy5w4/mqdefault.jpg,FALSE
dadc2c8cfe4d03a5735f1e42297aec07,LhhKMwAdyIk,【vtuber歌曲】原版 POP STARS【李李鈴蘭 / Linglan Lily】,198,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-10-13,https://i.ytimg.com/vi/LhhKMwAdyIk/mqdefault.jpg,FALSE
2589a90e559439c8ad3d4f21b3d607f6,7VoP9JsNRL8,【純歌回】【作業用BGM】2021/09/27 【李李鈴蘭 / Linglan Lily】,1989,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-09-28,https://i.ytimg.com/vi/7VoP9JsNRL8/mqdefault.jpg,FALSE
f4681d51d3d8b9ba54229678562909d8,zfksniTY1kU,【純歌回】【作業用BGM】2021/09/12  【李李鈴蘭 / Linglan Lily】,1864,UCYsUCJLwkkdHM2JcTOdEkQw,純歌回烤肉,,2021-09-21,https://i.ytimg.com/vi/zfksniTY1kU/mqdefault.jpg,FALSE
